"","E_15978_lung","D_15677_lung","E_15628_lung","B_15880_lung","D_15639_lung","B_15651_lung","C_15600_lung","E_15906_lung","B_15670_lung","D_15602_lung","A_15611_lung","F_15607_lung","E_15779_lung","E_15758_lung","D_15595_lung","E_15707_lung","A_15569_lung","A_15616_lung","C_15747_lung","A_15546_lung","E_15877_lung","C_15693_lung","B_15628_lung","B_15581_lung","E_15992_lung","E_15875_lung","B_15856_lung","E_15975_lung","F_15621_lung","E_15646_lung","B_15548_lung","E_15712_lung","C_15798_lung","E_15880_lung","D_15597_lung","D_15618_lung","E_15604_lung","B_15635_lung","E_15971_lung","C_15628_lung","E_15747_lung","B_15649_lung","E_15789_lung","F_15602_lung","E_15985_lung","E_15793_lung","C_15880_lung","E_15819_lung","B_15611_lung","E_15768_lung","E_15912_lung","D_15628_lung","E_15866_lung","E_15845_lung","C_15719_lung","E_15952_lung","E_15894_lung","B_15527_lung","E_15996_lung","A_15588_lung","B_15796_lung","B_15672_lung","C_15894_lung","D_15616_lung","C_15544_lung","F_15611_lung","D_15593_lung","A_15579_lung","E_15761_lung","B_15826_lung","B_15653_lung","E_15679_lung","E_15616_lung","E_15901_lung","E_15775_lung","A_15581_lung","B_15691_lung","B_15765_lung","E_15770_lung","D_15590_lung","D_15614_lung","E_15609_lung","C_15660_lung","B_15679_lung","E_15980_lung","B_15884_lung","B_15737_lung","E_15903_lung","B_15707_lung","E_15987_lung","E_15835_lung","A_15551_lung","D_15757_lung","E_15870_lung","C_15572_lung","D_15588_lung","D_15649_lung","A_15607_lung","F_15642_lung","E_15733_lung","E_15637_lung","D_15600_lung","B_15698_lung","E_15922_lung","A_15583_lung","E_15854_lung","E_15964_lung","E_15756_lung","C_15775_lung","E_15805_lung","E_15882_lung","B_15642_lung","E_15999_lung","A_15562_lung","B_15646_lung","E_15989_lung","E_15740_lung","C_15842_lung"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus",0,0,2,1,3,0,2,0,1,0,1,1480,0,0,0,2,0,1,0,0,0,2,1,0,2,0,3,0,498,6,0,0,121,0,0,0,0,0,0,1,0,1,0,177,0,0,4,2,1,0,1,3,2,1,1,1,3,4,0,0,3,4,0,0,1,3049,0,0,0,1,0,2,3,0,0,0,0,2,0,0,3,0,4,2,0,2,1,1,5,0,0,0,3,5,4,1,0,1,777,0,2,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_aureus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_simulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales",1092,51,2220,1353,378,2,185,486,171,41,0,665,117,171,1221,1420,40,2,98,27,149,164,980,538,718,112,3,472,1067,1192,59,103,100,13793,119,221,42,400,636,112,31,6,725,208,1122,858,53,495,15,199,473,63,730,552,21,540,902,1871,661,170,471,274,186,141,159,729,43,5,121,132,1,645,4165,626,839,29,0,788,429,95,325,1608,16,25,160,272,4,729,786,1408,588,244,41,26,242,2177,278,2,664,1006,1071,26,151,4103,43,1454,600,47,30,111,6629,33,822,95,487,765,1131,254
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia",3,0,160,10,0,0,0,54,17,0,0,1,0,46,0,17,0,0,0,0,34,0,0,0,0,0,0,1,0,7,0,0,0,2777,1,0,603,0,0,0,6,0,1,0,0,2,0,131,0,14,47,0,8,13,0,1,168,0,0,0,2,60,0,0,0,0,1,0,22,1,0,3,330,20,8,0,2,7,36,0,0,859,0,17,0,1,0,73,2,24,45,0,0,0,0,0,0,0,0,48,7,0,0,133,0,28,1,25,0,1,1016,0,0,0,0,0,12,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia_defectiva",0,0,45,0,0,0,0,20,0,0,0,0,0,10,0,10,0,0,1,0,6,0,0,0,0,1,0,0,0,6,0,0,0,794,0,0,188,0,1,0,2,0,0,0,0,4,0,34,0,3,12,0,4,2,0,0,55,0,0,0,1,9,0,0,0,0,0,0,5,0,0,2,83,7,2,0,0,1,6,0,0,250,0,4,0,0,0,17,0,3,7,0,0,0,0,0,0,0,0,5,1,0,0,43,0,15,1,5,0,0,333,0,0,0,0,0,2,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae",0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,1,1,0,0,0,2,2,0,0,0,8,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,2,0,1,1,1,2,0,0,0,1,1,0,1,1,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,1,0,0,0,2,1,0,0,2,1,1,0,1,3,0,2,1,0,0,0,3,0,3,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Atopostipes",3,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum",0,0,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,0,1,4,2,0,0,6,1,2,0,0,0,3,0,0,0,1,0,2,0,2,1,0,2,1,0,2,1,0,0,1,0,0,0,0,2,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella",34,1,752,52,15,0,6,102,3,3,0,35,3,0,66,82,1,0,2,0,2,2,24,15,40,0,0,9,46,238,0,16,1,527,5,4,0,14,26,4,0,0,7,3,167,23,4,0,0,172,157,10,145,136,0,22,298,39,19,0,10,8,3,5,3,25,1,0,4,2,0,14,98,67,21,0,0,25,302,4,22,23,0,0,5,9,0,530,23,231,329,0,0,0,8,74,14,1,31,1381,30,1,4,403,0,258,16,1,1,2,208,0,30,0,9,35,104,4
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__Granulicatella_adiacens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae",0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,3,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,12,0,0,0,0,0,10,0,1,2,0,0,0,1,0,0,0,1,2,0,0,0,5,0,1,0,0,1,0,18,0,1,0,0,0,1,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus",0,0,1,4,1,1,6,0,1,0,9,1,3,0,0,2,0,4,0,1,0,2,0,0,4,2,5,1,9,3,0,1,3,1,0,0,2,0,0,3,0,0,2,0,7,25,2,6,2,1,2,1,0,0,1,1,0,3,4,1,3,9,0,1,1,1,1,0,0,4,0,3,1,0,21,0,2,3,0,1,3,1,1,2,0,0,1,0,1,1,3,0,4,2,9,1,0,0,4,0,6,0,2,1,0,3,0,0,5,1,0,0,18,1,0,0,0,3
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae",0,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus",8,8,1,86,14,4,17,10,94,20,1805,37,9,5,4,2,5,14,6,15,1,3,4,6,1588,19,1,3,9,1,12,3,3,44,8,5,0,3,1,3,3,15,0,27,653,4,4,6,5,1,9,3,1,1,4,5,1,23,1672,9,18,16,11,3,2,25,16,13,3,5,6,0,1,6,9,5,15,52,2,36,5,0,2,1,10,16,9,21,25,3,1,7,2,6,14,335,15,82,347,7,0,7,32,401,5,5,3,4,7,6,4,4,6897,5,6,5,8,6
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sp._N3-1-1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_carnosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae",16,20,12,16,40,4,16,3,5,93,3,54,0,2,101,14,1,0,2,6,11,0,4,0,15,4,16,5,37,14,6,2,2,21,105,10,1,1,9,3,0,5,19,35,25,1,0,11,24,0,8,25,7,16,1,5,5,10,12,2,25,11,29,16,11,25,27,0,1,12,3,4,12,6,4,0,1,22,1,11,21,10,0,0,5,18,0,10,5,8,7,1,40,1,22,11,53,0,55,4,9,124,15,22,0,14,7,0,3,7,4,0,15,0,2,13,8,4
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus",3,1,0,4673,0,8,12,1,2,1,57,4,0,2,0,0,5,6,5,1,3,2,0,1,0,5,2,1,1,0,1,0,3,3,1,0,0,0,2,0,5,2,0,0,3,0,0,1,2,0,1,0,0,0,0,0,2,0,4,3,0,6,41,1,6,4,0,1,3,8,2,0,1,1,0,0,1,0,0,1,1,4,3,1,0,35,0,0,1,0,2,0,0,3,8,133,8,3,0,0,4,0,3324,0,0,0,2,0,4,1,1,1,1,6,5,0,1,6
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_sp._USMS16BP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus",31795,60489,36019,18672,66737,3059,5792,15866,7229,73147,78,13725,3939,25916,66895,33993,4353,47,1545,2535,6758,3424,3263,5957,26279,13805,2260,14816,23188,38633,9863,3855,3084,17691,55033,101383,4951,1909,19085,1345,4136,734,42094,20522,32181,11872,819,53875,6069,5472,16492,64095,11587,15989,944,18101,25886,10878,17373,22631,5839,13466,14027,71154,13503,7198,21498,538,17693,1616,636,25261,37493,8304,23205,2995,299,10775,15479,9776,70199,54643,649,3853,8267,1835,896,29845,12098,16011,14897,19807,61607,3382,9837,13511,89122,232,18056,17112,29402,32698,4331,59887,4278,16209,17148,5228,1879,14351,21791,302,18898,9312,2778,22041,12165,3563
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_agalactiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_anginosus",32,0,13,0,0,0,2,5,2,0,0,9,1,3,0,6,0,1,0,67,0,0,0,0,1,0,0,3,14,8,0,5,0,0,0,0,7,0,8,9,2,8,18,23,9,2,2,27,0,12,6,2,2,6,2,13,1,0,0,0,0,1,0,0,0,6,0,0,3,0,0,6,4,6,9,0,0,0,5,0,1,10,1,1,2,0,0,2,0,2,5,0,0,0,0,0,0,0,53,11,8,0,1,26,0,9,5,1,0,18,0,0,0,0,0,20,5,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mutans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis",3,0,2,1,2,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,1,2,0,2,1,2,0,0,0,1,1,0,0,0,2,0,0,0,3,1,12,1,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,2,0,0,3,2,0,0,0,0,0,2,2,2,1,0,0,1,0,0,0,2,0,0,1,1,0,0,2,2,0,2,0,0,1,1,1,0,0,2,1,0,1,7,0,1,2,1,0,1,1,0,2,0,0,2,1,1
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sanguinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._DD04(2016)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._oral_clone_ASCC01",9,0,10,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,9,0,0,5,0,13,0,0,0,1,0,0,0,0,2,0,0,0,9,1,2,0,0,2,0,0,4,0,4,5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2,1,0,0,4,0,0,0,0,4,0,1,0,0,22,0,8,0,0,0,0,4,0,8,0,0,7,2,0
