sample_accession	strain	collection_date	isol_growth_condt	organism	env_broad_scale	BioSampleModel	samp_store_temp	samp_collect_device	env_local_scale	host_age_days	host_subject_id	isolate	ENA-FIRST-PUBLIC	cultivar	ENA-LAST-UPDATE	samp_vol_we_dna_ext	host	geo_loc_name	ecotype	env_medium	lat_lon	DNA extraction kit	INSDC secondary accession	control identifier	WRrepeats	sex	16S rRNA gene copies per ul	tissue	Read counts following bioinformatics	sample_type	NCBI submission package	BRrepeats	Read counts from sequencer	age	biomaterial_provider	isolation_source
SAMN25174485																																				
SAMN25174385																																				
SAMN25174481																																				
SAMN25174480																																				
SAMN25174478																																				
SAMN25174475																																				
SAMN25174473																																				
SAMN25174472																																				
SAMN25174469																																				
SAMN25174466																																				
SAMN25174461																																				
SAMN25174377																																				
SAMN25174403																																				
SAMN25174399																																				
SAMN25174398																																				
SAMN25174395																																				
SAMN25174394																																				
SAMN25174390																																				
SAMN25174388																																				
SAMN25174375																																				
SAMN25174374																																				
SAMN25180187																																				
SAMN25180186																																				
SAMN25180184																																				
SAMN25180183																																				
SAMN25180182																																				
SAMN25180181																																				
SAMN25180144																																				
SAMN25180178																																				
SAMN25180168																																				
SAMN25180167																																				
SAMN25180165																																				
SAMN25180163																																				
SAMN25180161																																				
SAMN25180157																																				
SAMN25180156																																				
SAMN25180154																																				
SAMN25180151																																				
SAMN25180148																																				
SAMN25180194																																				
SAMN25180193																																				
SAMN25180145																																				
SAMN25180190																																				
SAMN25180188																																				
SAMN25180141																																				
SAMN25180140																																				
SAMN25290416																																				
SAMN25290414																																				
SAMN25290412																																				
SAMN25290409																																				
SAMN25290407																																				
SAMN25290406																																				
SAMN25290403																																				
SAMN25290436																																				
SAMN25290435																																				
SAMN25290380																																				
SAMN25290379																																				
SAMN25290368																																				
SAMN25290367																																				
SAMN25290434																																				
SAMN25290431																																				
SAMN25290426																																				
SAMN25290424																																				
SAMN25290351																																				
SAMN25290420																																				
SAMN25290418																																				
SAMN25290360																																				
SAMN25290489																																				
SAMN25290486																																				
SAMN25290485																																				
SAMN25290357																																				
SAMN25290481																																				
SAMN25290479																																				
SAMN25290398																																				
SAMN25290395																																				
SAMN25290391																																				
SAMN25290474																																				
SAMN25290472																																				
SAMN25290467																																				
SAMN25290466																																				
SAMN25290465																																				
SAMN25290461																																				
SAMN25290457																																				
SAMN25290455																																				
SAMN25290452																																				
SAMN25290450																																				
SAMN25290445																																				
SAMN25345186																																				
SAMN25345184																																				
SAMN25345180																																				
SAMN25345175																																				
SAMN25345170																																				
SAMN25345168																																				
SAMN25345166																																				
SAMN25345165																																				
SAMN25345163																																				
SAMN25345139																																				
SAMN25345138																																				
SAMN25345133																																				
SAMN25345129																																				
SAMN25345124																																				
SAMN25345118																																				
SAMN25345091																																				
SAMN25345114																																				
SAMN25345113																																				
SAMN25345108																																				
SAMN25345104																																				
SAMN25345101																																				
SAMN25345100																																				
SAMN25345196																																				
SAMN25345191																																				
SAMN25345190																																				
SAMN25345189																																				
SAMN25345098																																				
SAMN25345160																																				
SAMN25345159																																				
SAMN25345158																																				
SAMN25345157																																				
SAMN25345156																																				
